,countyCode,County,State,county_state,total_claims
975,21175,Morgan,KY,"Morgan County, KY",470489.0
976,21177,Muhlenberg,KY,"Muhlenberg County, KY",145441.0
977,21179,Nelson,KY,"Nelson County, KY",2420306.0
978,21181,Nicholas,KY,"Nicholas County, KY",1809676.0
979,21183,Ohio,KY,"Ohio County, KY",80684.0
980,21185,Oldham,KY,"Oldham County, KY",19582176.0
981,21187,Owen,KY,"Owen County, KY",796371.0
982,21189,Owsley,KY,"Owsley County, KY",821058.0
983,21191,Pendleton,KY,"Pendleton County, KY",4820991.0
984,21193,Perry,KY,"Perry County, KY",5005122.0
985,21195,Pike,KY,"Pike County, KY",36056059.0
986,21197,Powell,KY,"Powell County, KY",1812736.0
987,21199,Pulaski,KY,"Pulaski County, KY",1082418.0
988,21203,Rockcastle,KY,"Rockcastle County, KY",620920.0
989,21205,Rowan,KY,"Rowan County, KY",5030114.0
990,21207,Russell,KY,"Russell County, KY",103712.0
991,21209,Scott,KY,"Scott County, KY",1724260.0
992,21211,Shelby,KY,"Shelby County, KY",227596.0
993,21213,Simpson,KY,"Simpson County, KY",427402.0
994,21215,Spencer,KY,"Spencer County, KY",660223.0
995,21217,Taylor,KY,"Taylor County, KY",172126.0
996,21219,Todd,KY,"Todd County, KY",151205.0
997,21221,Trigg,KY,"Trigg County, KY",0.0
998,21223,Trimble,KY,"Trimble County, KY",322941.0
999,21225,Union,KY,"Union County, KY",328061.0
1000,21227,Warren,KY,"Warren County, KY",1642368.0
1001,21229,Washington,KY,"Washington County, KY",734612.0
1002,21231,Wayne,KY,"Wayne County, KY",3107.0
1003,21233,Webster,KY,"Webster County, KY",100892.0
1004,21235,Whitley,KY,"Whitley County, KY",213743.0
1005,21237,Wolfe,KY,"Wolfe County, KY",0.0
1006,21239,Woodford,KY,"Woodford County, KY",9593567.0
1007,22001,Acadia Parish,LA,"Acadia Parish, LA",31195924.0
1008,22003,Allen Parish,LA,"Allen Parish, LA",8081467.0
1009,22005,Ascension Parish,LA,"Ascension Parish, LA",351597361.0
1010,22007,Assumption Parish,LA,"Assumption Parish, LA",4928347.0
1011,22009,Avoyelles Parish,LA,"Avoyelles Parish, LA",11744141.0
1012,22011,Beauregard Parish,LA,"Beauregard Parish, LA",8683009.0
1013,22013,Bienville Parish,LA,"Bienville Parish, LA",485752.0
1014,22015,Bossier Parish,LA,"Bossier Parish, LA",25632650.0
1015,22017,Caddo Parish,LA,"Caddo Parish, LA",39805839.0
1016,22019,Calcasieu Parish,LA,"Calcasieu Parish, LA",361371639.0
1017,22021,Caldwell Parish,LA,"Caldwell Parish, LA",5277823.0
1018,22023,Cameron Parish,LA,"Cameron Parish, LA",209914163.0
1019,22025,Catahoula Parish,LA,"Catahoula Parish, LA",12510549.0
1020,22027,Claiborne Parish,LA,"Claiborne Parish, LA",1836258.0
1021,22029,Concordia Parish,LA,"Concordia Parish, LA",11254142.0
1022,22031,De Soto Parish,LA,"De Soto Parish, LA",817616.0
1023,22033,East Baton Rouge Parish,LA,"East Baton Rouge Parish, LA",1351964663.0
1024,22035,East Carroll Parish,LA,"East Carroll Parish, LA",2001143.0
1025,22037,East Feliciana Parish,LA,"East Feliciana Parish, LA",3255254.0
1026,22039,Evangeline Parish,LA,"Evangeline Parish, LA",6584036.0
1027,22041,Franklin Parish,LA,"Franklin Parish, LA",5469648.0
1028,22043,Grant Parish,LA,"Grant Parish, LA",5493340.0
1029,22045,Iberia Parish,LA,"Iberia Parish, LA",80754994.0
1030,22047,Iberville Parish,LA,"Iberville Parish, LA",14877143.0
1031,22049,Jackson Parish,LA,"Jackson Parish, LA",101000.0
1032,22051,Jefferson Parish,LA,"Jefferson Parish, LA",3487551656.0
1033,22053,Jefferson Davis Parish,LA,"Jefferson Davis Parish, LA",6639467.0
1034,22055,Lafayette Parish,LA,"Lafayette Parish, LA",250645967.0
1035,22057,Lafourche Parish,LA,"Lafourche Parish, LA",97082536.0
1036,22059,La Salle Parish,LA,"La Salle Parish, LA",2852753.0
1037,22061,Lincoln Parish,LA,"Lincoln Parish, LA",467779.0
1038,22063,Livingston Parish,LA,"Livingston Parish, LA",832187121.0
1039,22065,Madison Parish,LA,"Madison Parish, LA",2559613.0
1040,22067,Morehouse Parish,LA,"Morehouse Parish, LA",6214809.0
1041,22069,Natchitoches Parish,LA,"Natchitoches Parish, LA",9724739.0
1042,22071,Orleans Parish,LA,"Orleans Parish, LA",7197010719.0
1043,22073,Ouachita Parish,LA,"Ouachita Parish, LA",161234417.0
1044,22075,Plaquemines Parish,LA,"Plaquemines Parish, LA",387122243.0
1045,22077,Pointe Coupee Parish,LA,"Pointe Coupee Parish, LA",23546971.0
1046,22079,Rapides Parish,LA,"Rapides Parish, LA",71605659.0
1047,22081,Red River Parish,LA,"Red River Parish, LA",381799.0
1048,22083,Richland Parish,LA,"Richland Parish, LA",11164652.0
1049,22085,Sabine Parish,LA,"Sabine Parish, LA",697972.0
1050,22087,St. Bernard Parish,LA,"St. Bernard Parish, LA",2236380506.0
1051,22089,St. Charles Parish,LA,"St. Charles Parish, LA",158579882.0
1052,22091,St. Helena Parish,LA,"St. Helena Parish, LA",2378248.0
1053,22093,St. James Parish,LA,"St. James Parish, LA",6704816.0
1054,22095,St. John the Baptist Parish,LA,"St. John the Baptist Parish, LA",717371424.0
1055,22097,St. Landry Parish,LA,"St. Landry Parish, LA",21330499.0
1056,22099,St. Martin Parish,LA,"St. Martin Parish, LA",26317704.0
1057,22101,St. Mary Parish,LA,"St. Mary Parish, LA",31705195.0
1058,22103,St. Tammany Parish,LA,"St. Tammany Parish, LA",1776930677.0
1059,22105,Tangipahoa Parish,LA,"Tangipahoa Parish, LA",185848997.0
1060,22107,Tensas Parish,LA,"Tensas Parish, LA",2376676.0
1061,22109,Terrebonne Parish,LA,"Terrebonne Parish, LA",296715813.0
1062,22111,Union Parish,LA,"Union Parish, LA",8834872.0
1063,22113,Vermilion Parish,LA,"Vermilion Parish, LA",170077140.0
1064,22115,Vernon Parish,LA,"Vernon Parish, LA",9159448.0
1065,22117,Washington Parish,LA,"Washington Parish, LA",15458863.0
1066,22119,Webster Parish,LA,"Webster Parish, LA",7039965.0
1067,22121,West Baton Rouge Parish,LA,"West Baton Rouge Parish, LA",3915180.0
1068,22123,West Carroll Parish,LA,"West Carroll Parish, LA",1770058.0
1069,22125,West Feliciana Parish,LA,"West Feliciana Parish, LA",4244965.0
1070,22127,Winn Parish,LA,"Winn Parish, LA",2365625.0
1071,23001,Androscoggin,ME,"Androscoggin County, ME",803354.0
1072,23003,Aroostook,ME,"Aroostook County, ME",4475229.0
1073,23005,Cumberland,ME,"Cumberland County, ME",3149674.0
1074,23007,Franklin,ME,"Franklin County, ME",863212.0
1075,23009,Hancock,ME,"Hancock County, ME",242934.0
1076,23011,Kennebec,ME,"Kennebec County, ME",4819422.0
1077,23013,Knox,ME,"Knox County, ME",341740.0
1078,23015,Lincoln,ME,"Lincoln County, ME",710048.0
1079,23017,Oxford,ME,"Oxford County, ME",3106516.0
1080,23019,Penobscot,ME,"Penobscot County, ME",1672087.0
1081,23021,Piscataquis,ME,"Piscataquis County, ME",1855998.0
1082,23023,Sagadahoc,ME,"Sagadahoc County, ME",701541.0
1083,23025,Somerset,ME,"Somerset County, ME",704156.0
1084,23027,Waldo,ME,"Waldo County, ME",749231.0
1085,23029,Washington,ME,"Washington County, ME",36300.0
1086,23031,York,ME,"York County, ME",19791748.0
1087,24001,Allegany,MD,"Allegany County, MD",3547095.0
1088,24003,Anne Arundel,MD,"Anne Arundel County, MD",48716043.0
1089,24005,Baltimore,MD,"Baltimore County, MD",61581270.0
1090,24009,Calvert,MD,"Calvert County, MD",8786942.0
1091,24011,Caroline,MD,"Caroline County, MD",1280218.0
1092,24013,Carroll,MD,"Carroll County, MD",1393461.0
1093,24015,Cecil,MD,"Cecil County, MD",13407739.0
1094,24017,Charles,MD,"Charles County, MD",6755721.0
1095,24019,Dorchester,MD,"Dorchester County, MD",19266275.0
1096,24021,Frederick,MD,"Frederick County, MD",2130031.0
1097,24023,Garrett,MD,"Garrett County, MD",1016608.0
1098,24025,Harford,MD,"Harford County, MD",3524596.0
1099,24027,Howard,MD,"Howard County, MD",15712376.0
1100,24029,Kent,MD,"Kent County, MD",7407227.0
1101,24031,Montgomery,MD,"Montgomery County, MD",5136766.0
1102,24033,Prince George's,MD,"Prince George's County, MD",8469849.0
1103,24035,Queen Anne's,MD,"Queen Anne's County, MD",14480632.0
1104,24037,St. Mary's,MD,"St. Mary's County, MD",10654353.0
1105,24039,Somerset,MD,"Somerset County, MD",13931809.0
1106,24041,Talbot,MD,"Talbot County, MD",12705729.0
1107,24043,Washington,MD,"Washington County, MD",3942193.0
1108,24045,Wicomico,MD,"Wicomico County, MD",5483386.0
1109,24047,Worcester,MD,"Worcester County, MD",19286198.0
1110,24510,Baltimore city,MD,"Baltimore city County, MD",26187189.0
1111,25001,Barnstable,MA,"Barnstable County, MA",39934337.0
1112,25003,Berkshire,MA,"Berkshire County, MA",3047086.0
1113,25005,Bristol,MA,"Bristol County, MA",12895487.0
1114,25007,Dukes,MA,"Dukes County, MA",1679254.0
1115,25009,Essex,MA,"Essex County, MA",88329527.0
1116,25011,Franklin,MA,"Franklin County, MA",3375918.0
1117,25013,Hampden,MA,"Hampden County, MA",2466334.0
1118,25015,Hampshire,MA,"Hampshire County, MA",1732355.0
1119,25017,Middlesex,MA,"Middlesex County, MA",35506661.0
1120,25019,Nantucket,MA,"Nantucket County, MA",17527894.0
1121,25021,Norfolk,MA,"Norfolk County, MA",25857475.0
1122,25023,Plymouth,MA,"Plymouth County, MA",150135641.0
1123,25025,Suffolk,MA,"Suffolk County, MA",27714937.0
1124,25027,Worcester,MA,"Worcester County, MA",10370804.0
1125,26001,Alcona,MI,"Alcona County, MI",24641.0
1126,26003,Alger,MI,"Alger County, MI",36012.0
1127,26005,Allegan,MI,"Allegan County, MI",1575962.0
1128,26007,Alpena,MI,"Alpena County, MI",31247.0
1129,26009,Antrim,MI,"Antrim County, MI",6107.0
1130,26011,Arenac,MI,"Arenac County, MI",2118677.0
1131,26013,Baraga,MI,"Baraga County, MI",14325.0
1132,26015,Barry,MI,"Barry County, MI",2900451.0
1133,26017,Bay,MI,"Bay County, MI",2517200.0
1134,26019,Benzie,MI,"Benzie County, MI",86664.0
1135,26021,Berrien,MI,"Berrien County, MI",4501033.0
1136,26023,Branch,MI,"Branch County, MI",590479.0
1137,26025,Calhoun,MI,"Calhoun County, MI",226351.0
1138,26027,Cass,MI,"Cass County, MI",61616.0
1139,26029,Charlevoix,MI,"Charlevoix County, MI",130093.0
1140,26031,Cheboygan,MI,"Cheboygan County, MI",760.0
1141,26033,Chippewa,MI,"Chippewa County, MI",122643.0
1142,26035,Clare,MI,"Clare County, MI",26830.0
1143,26037,Clinton,MI,"Clinton County, MI",447231.0
1144,26041,Delta,MI,"Delta County, MI",203430.0
1145,26043,Dickinson,MI,"Dickinson County, MI",14756.0
1146,26045,Eaton,MI,"Eaton County, MI",702759.0
1147,26047,Emmet,MI,"Emmet County, MI",13550.0
1148,26049,Genesee,MI,"Genesee County, MI",2958120.0
1149,26051,Gladwin,MI,"Gladwin County, MI",2105454.0
1150,26053,Gogebic,MI,"Gogebic County, MI",38343.0
1151,26055,Grand Traverse,MI,"Grand Traverse County, MI",414251.0
1152,26057,Gratiot,MI,"Gratiot County, MI",140750.0
1153,26059,Hillsdale,MI,"Hillsdale County, MI",282936.0
1154,26061,Houghton,MI,"Houghton County, MI",117086.0
1155,26063,Huron,MI,"Huron County, MI",250549.0
1156,26065,Ingham,MI,"Ingham County, MI",2283022.0
1157,26067,Ionia,MI,"Ionia County, MI",260768.0
1158,26069,Iosco,MI,"Iosco County, MI",698048.0
1159,26071,Iron,MI,"Iron County, MI",0.0
1160,26073,Isabella,MI,"Isabella County, MI",547533.0
1161,26075,Jackson,MI,"Jackson County, MI",210477.0
1162,26077,Kalamazoo,MI,"Kalamazoo County, MI",5288861.0
1163,26081,Kent,MI,"Kent County, MI",10115438.0
1164,26085,Lake,MI,"Lake County, MI",1234165.0
1165,26087,Lapeer,MI,"Lapeer County, MI",177862.0
1166,26089,Leelanau,MI,"Leelanau County, MI",146309.0
1167,26091,Lenawee,MI,"Lenawee County, MI",338884.0
1168,26093,Livingston,MI,"Livingston County, MI",969498.0
1169,26095,Luce,MI,"Luce County, MI",5511.0
1170,26097,Mackinac,MI,"Mackinac County, MI",8898.0
1171,26099,Macomb,MI,"Macomb County, MI",8163221.0
1172,26101,Manistee,MI,"Manistee County, MI",253656.0
1173,26103,Marquette,MI,"Marquette County, MI",210538.0
1174,26105,Mason,MI,"Mason County, MI",237710.0
1175,26107,Mecosta,MI,"Mecosta County, MI",1330064.0
1176,26109,Menominee,MI,"Menominee County, MI",204400.0
1177,26111,Midland,MI,"Midland County, MI",33694145.0
1178,26115,Monroe,MI,"Monroe County, MI",9128465.0
1179,26117,Montcalm,MI,"Montcalm County, MI",32111.0
1180,26121,Muskegon,MI,"Muskegon County, MI",1070240.0
1181,26123,Newaygo,MI,"Newaygo County, MI",2803026.0
1182,26125,Oakland,MI,"Oakland County, MI",3832371.0
1183,26127,Oceana,MI,"Oceana County, MI",100825.0
1184,26129,Ogemaw,MI,"Ogemaw County, MI",10074.0
1185,26131,Ontonagon,MI,"Ontonagon County, MI",4653.0
1186,26133,Osceola,MI,"Osceola County, MI",1131490.0
1187,26139,Ottawa,MI,"Ottawa County, MI",3204944.0
1188,26141,Presque Isle,MI,"Presque Isle County, MI",0.0
1189,26143,Roscommon,MI,"Roscommon County, MI",16142.0
1190,26145,Saginaw,MI,"Saginaw County, MI",13697646.0
1191,26147,St. Clair,MI,"St. Clair County, MI",5530091.0
1192,26149,St. Joseph,MI,"St. Joseph County, MI",1657442.0
1193,26151,Sanilac,MI,"Sanilac County, MI",112828.0
1194,26153,Schoolcraft,MI,"Schoolcraft County, MI",10019.0
1195,26155,Shiawassee,MI,"Shiawassee County, MI",96558.0
1196,26157,Tuscola,MI,"Tuscola County, MI",1098771.0
1197,26159,Van Buren,MI,"Van Buren County, MI",217127.0
1198,26161,Washtenaw,MI,"Washtenaw County, MI",1111622.0
1199,26163,Wayne,MI,"Wayne County, MI",12146322.0
1200,26165,Wexford,MI,"Wexford County, MI",20098.0
1201,27001,Aitkin,MN,"Aitkin County, MN",744967.0
1202,27003,Anoka,MN,"Anoka County, MN",464698.0
1203,27005,Becker,MN,"Becker County, MN",1108010.0
1204,27007,Beltrami,MN,"Beltrami County, MN",11207.0
1205,27009,Benton,MN,"Benton County, MN",178959.0
1206,27011,Big Stone,MN,"Big Stone County, MN",802442.0
1207,27013,Blue Earth,MN,"Blue Earth County, MN",870762.0
1208,27015,Brown,MN,"Brown County, MN",454114.0
1209,27017,Carlton,MN,"Carlton County, MN",559898.0
1210,27019,Carver,MN,"Carver County, MN",210656.0
1211,27021,Cass,MN,"Cass County, MN",65401.0
1212,27023,Chippewa,MN,"Chippewa County, MN",2522738.0
1213,27025,Chisago,MN,"Chisago County, MN",421727.0
1214,27027,Clay,MN,"Clay County, MN",13684355.0
1215,27029,Clearwater,MN,"Clearwater County, MN",234519.0
1216,27031,Cook,MN,"Cook County, MN",65642.0
1217,27033,Cottonwood,MN,"Cottonwood County, MN",183231.0
1218,27035,Crow Wing,MN,"Crow Wing County, MN",71715.0
1219,27037,Dakota,MN,"Dakota County, MN",3153571.0
1220,27039,Dodge,MN,"Dodge County, MN",469498.0
1221,27041,Douglas,MN,"Douglas County, MN",281427.0
1222,27043,Faribault,MN,"Faribault County, MN",70446.0
1223,27045,Fillmore,MN,"Fillmore County, MN",722426.0
1224,27047,Freeborn,MN,"Freeborn County, MN",889917.0
1225,27049,Goodhue,MN,"Goodhue County, MN",2841764.0
1226,27051,Grant,MN,"Grant County, MN",62420.0
1227,27053,Hennepin,MN,"Hennepin County, MN",4451697.0
1228,27055,Houston,MN,"Houston County, MN",1038719.0
1229,27057,Hubbard,MN,"Hubbard County, MN",291698.0
1230,27059,Isanti,MN,"Isanti County, MN",149553.0
1231,27061,Itasca,MN,"Itasca County, MN",102794.0
1232,27063,Jackson,MN,"Jackson County, MN",23869.0
1233,27065,Kanabec,MN,"Kanabec County, MN",228995.0
1234,27067,Kandiyohi,MN,"Kandiyohi County, MN",108588.0
1235,27069,Kittson,MN,"Kittson County, MN",1762355.0
1236,27071,Koochiching,MN,"Koochiching County, MN",44137.0
1237,27073,Lac qui Parle,MN,"Lac qui Parle County, MN",224358.0
1238,27075,Lake,MN,"Lake County, MN",938269.0
1239,27077,Lake of the Woods,MN,"Lake of the Woods County, MN",120820.0
1240,27079,Le Sueur,MN,"Le Sueur County, MN",984022.0
1241,27081,Lincoln,MN,"Lincoln County, MN",7496.0
1242,27083,Lyon,MN,"Lyon County, MN",148400.0
1243,27085,McLeod,MN,"McLeod County, MN",102507.0
1244,27087,Mahnomen,MN,"Mahnomen County, MN",149607.0
1245,27089,Marshall,MN,"Marshall County, MN",6908559.0
1246,27093,Meeker,MN,"Meeker County, MN",141584.0
1247,27095,Mille Lacs,MN,"Mille Lacs County, MN",133048.0
1248,27097,Morrison,MN,"Morrison County, MN",672170.0
1249,27099,Mower,MN,"Mower County, MN",10716468.0
1250,27101,Murray,MN,"Murray County, MN",165715.0
1251,27103,Nicollet,MN,"Nicollet County, MN",496844.0
1252,27105,Nobles,MN,"Nobles County, MN",178202.0
1253,27107,Norman,MN,"Norman County, MN",2450832.0
1254,27109,Olmsted,MN,"Olmsted County, MN",5284349.0
1255,27111,Otter Tail,MN,"Otter Tail County, MN",1396418.0
1256,27113,Pennington,MN,"Pennington County, MN",57776.0
1257,27115,Pine,MN,"Pine County, MN",1153217.0
1258,27117,Pipestone,MN,"Pipestone County, MN",357394.0
1259,27119,Polk,MN,"Polk County, MN",36338603.0
1260,27121,Pope,MN,"Pope County, MN",38098.0
1261,27123,Ramsey,MN,"Ramsey County, MN",1349127.0
1262,27125,Red Lake,MN,"Red Lake County, MN",8241.0
1263,27127,Redwood,MN,"Redwood County, MN",143452.0
1264,27129,Renville,MN,"Renville County, MN",69690.0
1265,27131,Rice,MN,"Rice County, MN",3027333.0
1266,27133,Rock,MN,"Rock County, MN",151098.0
1267,27135,Roseau,MN,"Roseau County, MN",3367854.0
1268,27137,St. Louis,MN,"St. Louis County, MN",1315768.0
1269,27139,Scott,MN,"Scott County, MN",1132890.0
1270,27141,Sherburne,MN,"Sherburne County, MN",215324.0
1271,27143,Sibley,MN,"Sibley County, MN",65056.0
1272,27145,Stearns,MN,"Stearns County, MN",890638.0
1273,27147,Steele,MN,"Steele County, MN",1971498.0
1274,27149,Stevens,MN,"Stevens County, MN",7926.0
1275,27151,Swift,MN,"Swift County, MN",143998.0
1276,27153,Todd,MN,"Todd County, MN",100873.0
1277,27155,Traverse,MN,"Traverse County, MN",951008.0
1278,27157,Wabasha,MN,"Wabasha County, MN",3202455.0
1279,27159,Wadena,MN,"Wadena County, MN",32464.0
1280,27161,Waseca,MN,"Waseca County, MN",32180.0
1281,27163,Washington,MN,"Washington County, MN",5181208.0
1282,27165,Watonwan,MN,"Watonwan County, MN",117539.0
1283,27167,Wilkin,MN,"Wilkin County, MN",7405010.0
1284,27169,Winona,MN,"Winona County, MN",3871028.0
1285,27171,Wright,MN,"Wright County, MN",1996780.0
1286,27173,Yellow Medicine,MN,"Yellow Medicine County, MN",1912770.0
1287,28001,Adams,MS,"Adams County, MS",1400092.0
1288,28003,Alcorn,MS,"Alcorn County, MS",4407978.0
1289,28005,Amite,MS,"Amite County, MS",179854.0
1290,28007,Attala,MS,"Attala County, MS",381022.0
1291,28009,Benton,MS,"Benton County, MS",798.0
1292,28011,Bolivar,MS,"Bolivar County, MS",19427212.0
1293,28013,Calhoun,MS,"Calhoun County, MS",804912.0
1294,28015,Carroll,MS,"Carroll County, MS",318324.0
1295,28017,Chickasaw,MS,"Chickasaw County, MS",8170.0
1296,28019,Choctaw,MS,"Choctaw County, MS",139694.0
1297,28021,Claiborne,MS,"Claiborne County, MS",2115220.0
1298,28023,Clarke,MS,"Clarke County, MS",1215913.0
1299,28025,Clay,MS,"Clay County, MS",1330142.0
1300,28027,Coahoma,MS,"Coahoma County, MS",6322359.0
1301,28029,Copiah,MS,"Copiah County, MS",284056.0
1302,28031,Covington,MS,"Covington County, MS",691733.0
1303,28033,DeSoto,MS,"DeSoto County, MS",6835977.0
1304,28035,Forrest,MS,"Forrest County, MS",13200840.0
1305,28037,Franklin,MS,"Franklin County, MS",51801.0
1306,28039,George,MS,"George County, MS",385152.0
1307,28041,Greene,MS,"Greene County, MS",651433.0
1308,28043,Grenada,MS,"Grenada County, MS",3728872.0
1309,28045,Hancock,MS,"Hancock County, MS",727649659.0
1310,28047,Harrison,MS,"Harrison County, MS",1270387898.0
1311,28049,Hinds,MS,"Hinds County, MS",73973148.0
1312,28051,Holmes,MS,"Holmes County, MS",1444937.0
1313,28053,Humphreys,MS,"Humphreys County, MS",3793023.0
1314,28055,Issaquena,MS,"Issaquena County, MS",1617336.0
1315,28057,Itawamba,MS,"Itawamba County, MS",51649.0
1316,28059,Jackson,MS,"Jackson County, MS",710394451.0
1317,28061,Jasper,MS,"Jasper County, MS",112374.0
1318,28063,Jefferson,MS,"Jefferson County, MS",804616.0
1319,28065,Jefferson Davis,MS,"Jefferson Davis County, MS",5025.0
1320,28067,Jones,MS,"Jones County, MS",2572881.0
1321,28071,Lafayette,MS,"Lafayette County, MS",736691.0
1322,28073,Lamar,MS,"Lamar County, MS",5740721.0
1323,28075,Lauderdale,MS,"Lauderdale County, MS",3109380.0
1324,28077,Lawrence,MS,"Lawrence County, MS",914780.0
1325,28079,Leake,MS,"Leake County, MS",471893.0
1326,28081,Lee,MS,"Lee County, MS",3136924.0
1327,28083,Leflore,MS,"Leflore County, MS",4499401.0
1328,28085,Lincoln,MS,"Lincoln County, MS",413564.0
1329,28087,Lowndes,MS,"Lowndes County, MS",7225223.0
1330,28089,Madison,MS,"Madison County, MS",8397663.0
1331,28091,Marion,MS,"Marion County, MS",7392471.0
1332,28093,Marshall,MS,"Marshall County, MS",226736.0
1333,28095,Monroe,MS,"Monroe County, MS",1525327.0
1334,28099,Neshoba,MS,"Neshoba County, MS",68922.0
1335,28101,Newton,MS,"Newton County, MS",120593.0
1336,28103,Noxubee,MS,"Noxubee County, MS",219438.0
1337,28105,Oktibbeha,MS,"Oktibbeha County, MS",429558.0
1338,28107,Panola,MS,"Panola County, MS",1113015.0
1339,28109,Pearl River,MS,"Pearl River County, MS",16781097.0
1340,28111,Perry,MS,"Perry County, MS",1572821.0
1341,28113,Pike,MS,"Pike County, MS",4135717.0
1342,28115,Pontotoc,MS,"Pontotoc County, MS",48137.0
1343,28117,Prentiss,MS,"Prentiss County, MS",46011.0
1344,28119,Quitman,MS,"Quitman County, MS",2292304.0
1345,28121,Rankin,MS,"Rankin County, MS",18977419.0
1346,28123,Scott,MS,"Scott County, MS",390342.0
1347,28125,Sharkey,MS,"Sharkey County, MS",2505730.0
1348,28127,Simpson,MS,"Simpson County, MS",2543000.0
1349,28129,Smith,MS,"Smith County, MS",78381.0
1350,28131,Stone,MS,"Stone County, MS",476397.0
1351,28133,Sunflower,MS,"Sunflower County, MS",1782043.0
1352,28135,Tallahatchie,MS,"Tallahatchie County, MS",841558.0
1353,28137,Tate,MS,"Tate County, MS",1150059.0
1354,28139,Tippah,MS,"Tippah County, MS",36752.0
1355,28141,Tishomingo,MS,"Tishomingo County, MS",401546.0
1356,28143,Tunica,MS,"Tunica County, MS",4511390.0
1357,28145,Union,MS,"Union County, MS",503825.0
1358,28147,Walthall,MS,"Walthall County, MS",2521282.0
1359,28149,Warren,MS,"Warren County, MS",35711731.0
1360,28151,Washington,MS,"Washington County, MS",36573204.0
1361,28153,Wayne,MS,"Wayne County, MS",794945.0
1362,28155,Webster,MS,"Webster County, MS",108563.0
1363,28157,Wilkinson,MS,"Wilkinson County, MS",17993219.0
1364,28159,Winston,MS,"Winston County, MS",163702.0
1365,28161,Yalobusha,MS,"Yalobusha County, MS",317276.0
1366,28163,Yazoo,MS,"Yazoo County, MS",6631761.0
1367,29001,Adair,MO,"Adair County, MO",106317.0
1368,29003,Andrew,MO,"Andrew County, MO",4049654.0
1369,29005,Atchison,MO,"Atchison County, MO",4729305.0
1370,29007,Audrain,MO,"Audrain County, MO",152048.0
1371,29009,Barry,MO,"Barry County, MO",2131335.0
1372,29011,Barton,MO,"Barton County, MO",276586.0
1373,29013,Bates,MO,"Bates County, MO",615459.0
1374,29015,Benton,MO,"Benton County, MO",311676.0
1375,29017,Bollinger,MO,"Bollinger County, MO",2077440.0
1376,29019,Boone,MO,"Boone County, MO",5481799.0
1377,29021,Buchanan,MO,"Buchanan County, MO",23209011.0
1378,29023,Butler,MO,"Butler County, MO",9856970.0
1379,29025,Caldwell,MO,"Caldwell County, MO",271.0
1380,29027,Callaway,MO,"Callaway County, MO",4500739.0
1381,29029,Camden,MO,"Camden County, MO",1675122.0
1382,29031,Cape Girardeau,MO,"Cape Girardeau County, MO",10990802.0
1383,29033,Carroll,MO,"Carroll County, MO",3883677.0
1384,29035,Carter,MO,"Carter County, MO",4984472.0
1385,29037,Cass,MO,"Cass County, MO",5739272.0
1386,29041,Chariton,MO,"Chariton County, MO",709048.0
1387,29043,Christian,MO,"Christian County, MO",1833019.0
1388,29045,Clark,MO,"Clark County, MO",6948830.0
1389,29047,Clay,MO,"Clay County, MO",10773566.0
1390,29049,Clinton,MO,"Clinton County, MO",102366.0
1391,29051,Cole,MO,"Cole County, MO",7842993.0
1392,29053,Cooper,MO,"Cooper County, MO",159101.0
1393,29055,Crawford,MO,"Crawford County, MO",4894024.0
1394,29059,Dallas,MO,"Dallas County, MO",27938.0
1395,29061,Daviess,MO,"Daviess County, MO",608571.0
1396,29063,DeKalb,MO,"DeKalb County, MO",69060.0
1397,29065,Dent,MO,"Dent County, MO",26602.0
1398,29069,Dunklin,MO,"Dunklin County, MO",277384.0
1399,29071,Franklin,MO,"Franklin County, MO",30067093.0
1400,29073,Gasconade,MO,"Gasconade County, MO",7787352.0
1401,29075,Gentry,MO,"Gentry County, MO",35554.0
1402,29077,Greene,MO,"Greene County, MO",2870948.0
1403,29079,Grundy,MO,"Grundy County, MO",313153.0
1404,29081,Harrison,MO,"Harrison County, MO",156657.0
1405,29083,Henry,MO,"Henry County, MO",8414.0
1406,29085,Hickory,MO,"Hickory County, MO",340500.0
1407,29087,Holt,MO,"Holt County, MO",35397083.0
1408,29089,Howard,MO,"Howard County, MO",1070908.0
1409,29091,Howell,MO,"Howell County, MO",2925574.0
1410,29093,Iron,MO,"Iron County, MO",286663.0
1411,29095,Jackson,MO,"Jackson County, MO",45306796.0
1412,29097,Jasper,MO,"Jasper County, MO",2952964.0
1413,29099,Jefferson,MO,"Jefferson County, MO",66472383.0
1414,29101,Johnson,MO,"Johnson County, MO",281164.0
1415,29103,Knox,MO,"Knox County, MO",1062028.0
1416,29105,Laclede,MO,"Laclede County, MO",657071.0
1417,29107,Lafayette,MO,"Lafayette County, MO",276302.0
1418,29109,Lawrence,MO,"Lawrence County, MO",809061.0
1419,29111,Lewis,MO,"Lewis County, MO",3510884.0
1420,29113,Lincoln,MO,"Lincoln County, MO",33797032.0
1421,29115,Linn,MO,"Linn County, MO",214700.0
1422,29117,Livingston,MO,"Livingston County, MO",316861.0
1423,29119,McDonald,MO,"McDonald County, MO",12767035.0
1424,29121,Macon,MO,"Macon County, MO",8285.0
1425,29123,Madison,MO,"Madison County, MO",2293801.0
1426,29125,Maries,MO,"Maries County, MO",2741865.0
1427,29127,Marion,MO,"Marion County, MO",10901950.0
1428,29131,Miller,MO,"Miller County, MO",668519.0
