,countyCode,County,State,county_state,Median_Value_of_Owner_Occupied_Units,vol_ins_rate
920,21029,Bullitt,KY,"Bullitt County, KY",165500,50.5
921,21031,Butler,KY,"Butler County, KY",92100,63.6
922,21033,Caldwell,KY,"Caldwell County, KY",87900,60.8
923,21035,Calloway,KY,"Calloway County, KY",137300,60.6
924,21037,Campbell,KY,"Campbell County, KY",172000,48.7
925,21039,Carlisle,KY,"Carlisle County, KY",89300,55.5
926,21041,Carroll,KY,"Carroll County, KY",115900,64.5
927,21043,Carter,KY,"Carter County, KY",95000,61.5
928,21045,Casey,KY,"Casey County, KY",87600,56.0
929,21047,Christian,KY,"Christian County, KY",117400,73.3
930,21049,Clark,KY,"Clark County, KY",145400,72.6
931,21051,Clay,KY,"Clay County, KY",54100,77.6
932,21053,Clinton,KY,"Clinton County, KY",72800,175.5
933,21055,Crittenden,KY,"Crittenden County, KY",89900,54.3
934,21059,Daviess,KY,"Daviess County, KY",133600,60.6
935,21063,Elliott,KY,"Elliott County, KY",82700,61.7
936,21065,Estill,KY,"Estill County, KY",76800,102.2
937,21067,Fayette,KY,"Fayette County, KY",189800,56.2
938,21069,Fleming,KY,"Fleming County, KY",89900,68.6
939,21071,Floyd,KY,"Floyd County, KY",74400,69.5
940,21073,Franklin,KY,"Franklin County, KY",142900,67.6
941,21075,Fulton,KY,"Fulton County, KY",66100,52.7
942,21077,Gallatin,KY,"Gallatin County, KY",128100,72.7
943,21079,Garrard,KY,"Garrard County, KY",140500,55.5
944,21081,Grant,KY,"Grant County, KY",130200,87.7
945,21083,Graves,KY,"Graves County, KY",104300,59.2
946,21085,Grayson,KY,"Grayson County, KY",113900,117.8
947,21087,Green,KY,"Green County, KY",79500,68.7
948,21089,Greenup,KY,"Greenup County, KY",116700,70.5
949,21091,Hancock,KY,"Hancock County, KY",112300,61.6
950,21093,Hardin,KY,"Hardin County, KY",156600,61.6
951,21095,Harlan,KY,"Harlan County, KY",60300,83.8
952,21097,Harrison,KY,"Harrison County, KY",140000,60.4
953,21099,Hart,KY,"Hart County, KY",94400,57.7
954,21101,Henderson,KY,"Henderson County, KY",128400,52.6
955,21103,Henry,KY,"Henry County, KY",128700,34.8
956,21105,Hickman,KY,"Hickman County, KY",80600,8.3
957,21107,Hopkins,KY,"Hopkins County, KY",108700,76.7
958,21109,Jackson,KY,"Jackson County, KY",87200,48.7
959,21111,Jefferson,KY,"Jefferson County, KY",170100,54.8
960,21113,Jessamine,KY,"Jessamine County, KY",172100,66.1
961,21115,Johnson,KY,"Johnson County, KY",101300,80.5
962,21117,Kenton,KY,"Kenton County, KY",161100,58.8
963,21119,Knott,KY,"Knott County, KY",51500,44.1
964,21121,Knox,KY,"Knox County, KY",86800,76.6
965,21123,Larue,KY,"Larue County, KY",115600,45.3
966,21125,Laurel,KY,"Laurel County, KY",112000,47.3
967,21127,Lawrence,KY,"Lawrence County, KY",79400,89.1
968,21129,Lee,KY,"Lee County, KY",63000,63.2
969,21131,Leslie,KY,"Leslie County, KY",64100,69.8
970,21133,Letcher,KY,"Letcher County, KY",58600,60.8
971,21135,Lewis,KY,"Lewis County, KY",65500,91.2
972,21137,Lincoln,KY,"Lincoln County, KY",106400,71.6
973,21139,Livingston,KY,"Livingston County, KY",102400,83.3
974,21141,Logan,KY,"Logan County, KY",111000,53.7
975,21143,Lyon,KY,"Lyon County, KY",141500,70.7
976,21145,McCracken,KY,"McCracken County, KY",143400,69.9
977,21149,McLean,KY,"McLean County, KY",104700,62.8
978,21151,Madison,KY,"Madison County, KY",159300,62.4
979,21153,Magoffin,KY,"Magoffin County, KY",66800,64.4
980,21155,Marion,KY,"Marion County, KY",105400,39.5
981,21157,Marshall,KY,"Marshall County, KY",131100,53.3
982,21159,Martin,KY,"Martin County, KY",84300,51.6
983,21161,Mason,KY,"Mason County, KY",132800,89.6
984,21163,Meade,KY,"Meade County, KY",153500,57.7
985,21165,Menifee,KY,"Menifee County, KY",76800,25.9
986,21167,Mercer,KY,"Mercer County, KY",147300,48.8
987,21169,Metcalfe,KY,"Metcalfe County, KY",77200,85.3
988,21171,Monroe,KY,"Monroe County, KY",80500,193.9
989,21173,Montgomery,KY,"Montgomery County, KY",116700,78.2
990,21175,Morgan,KY,"Morgan County, KY",73100,90.5
991,21177,Muhlenberg,KY,"Muhlenberg County, KY",93900,73.2
992,21179,Nelson,KY,"Nelson County, KY",154700,43.5
993,21181,Nicholas,KY,"Nicholas County, KY",85600,45.5
994,21183,Ohio,KY,"Ohio County, KY",92500,84.4
995,21185,Oldham,KY,"Oldham County, KY",282100,54.7
996,21187,Owen,KY,"Owen County, KY",116100,52.3
997,21189,Owsley,KY,"Owsley County, KY",70200,61.7
998,21191,Pendleton,KY,"Pendleton County, KY",116400,37.4
999,21193,Perry,KY,"Perry County, KY",75400,56.8
1000,21195,Pike,KY,"Pike County, KY",78600,70.0
1001,21197,Powell,KY,"Powell County, KY",89800,47.6
1002,21199,Pulaski,KY,"Pulaski County, KY",116200,66.3
1003,21201,Robertson,KY,"Robertson County, KY",114700,32.6
1004,21203,Rockcastle,KY,"Rockcastle County, KY",81900,88.2
1005,21205,Rowan,KY,"Rowan County, KY",124200,57.7
1006,21207,Russell,KY,"Russell County, KY",95000,110.6
1007,21209,Scott,KY,"Scott County, KY",189500,51.4
1008,21211,Shelby,KY,"Shelby County, KY",197300,68.2
1009,21213,Simpson,KY,"Simpson County, KY",135200,64.5
1010,21215,Spencer,KY,"Spencer County, KY",213300,63.8
1011,21217,Taylor,KY,"Taylor County, KY",120200,57.7
1012,21219,Todd,KY,"Todd County, KY",106300,110.3
1013,21221,Trigg,KY,"Trigg County, KY",129400,127.7
1014,21223,Trimble,KY,"Trimble County, KY",124000,70.6
1015,21225,Union,KY,"Union County, KY",92100,94.1
1016,21227,Warren,KY,"Warren County, KY",167600,70.5
1017,21229,Washington,KY,"Washington County, KY",128300,53.2
1018,21231,Wayne,KY,"Wayne County, KY",88800,96.0
1019,21233,Webster,KY,"Webster County, KY",75600,49.2
1020,21235,Whitley,KY,"Whitley County, KY",92500,63.9
1021,21239,Woodford,KY,"Woodford County, KY",203000,52.4
1022,22001,Acadia Parish,LA,"Acadia Parish, LA",118000,74.8
1023,22003,Allen Parish,LA,"Allen Parish, LA",97500,78.8
1024,22005,Ascension Parish,LA,"Ascension Parish, LA",207400,56.1
1025,22007,Assumption Parish,LA,"Assumption Parish, LA",118600,70.5
1026,22009,Avoyelles Parish,LA,"Avoyelles Parish, LA",104200,70.6
1027,22011,Beauregard Parish,LA,"Beauregard Parish, LA",127500,86.4
1028,22013,Bienville Parish,LA,"Bienville Parish, LA",75900,86.5
1029,22015,Bossier Parish,LA,"Bossier Parish, LA",172400,68.4
1030,22017,Caddo Parish,LA,"Caddo Parish, LA",149200,71.7
1031,22019,Calcasieu Parish,LA,"Calcasieu Parish, LA",156800,69.9
1032,22021,Caldwell Parish,LA,"Caldwell Parish, LA",77300,83.6
1033,22023,Cameron Parish,LA,"Cameron Parish, LA",119500,98.9
1034,22025,Catahoula Parish,LA,"Catahoula Parish, LA",89000,68.0
1035,22027,Claiborne Parish,LA,"Claiborne Parish, LA",78100,118.4
1036,22029,Concordia Parish,LA,"Concordia Parish, LA",80600,92.1
1037,22031,De Soto Parish,LA,"De Soto Parish, LA",117300,86.5
1038,22033,East Baton Rouge Parish,LA,"East Baton Rouge Parish, LA",194000,55.6
1039,22035,East Carroll Parish,LA,"East Carroll Parish, LA",76800,110.0
1040,22037,East Feliciana Parish,LA,"East Feliciana Parish, LA",139300,87.6
1041,22039,Evangeline Parish,LA,"Evangeline Parish, LA",96600,64.5
1042,22041,Franklin Parish,LA,"Franklin Parish, LA",88000,86.4
1043,22043,Grant Parish,LA,"Grant Parish, LA",103400,57.0
1044,22045,Iberia Parish,LA,"Iberia Parish, LA",115600,66.2
1045,22047,Iberville Parish,LA,"Iberville Parish, LA",143700,70.6
1046,22049,Jackson Parish,LA,"Jackson Parish, LA",89500,58.0
1047,22051,Jefferson Parish,LA,"Jefferson Parish, LA",188200,59.0
1048,22053,Jefferson Davis Parish,LA,"Jefferson Davis Parish, LA",114000,86.2
1049,22055,Lafayette Parish,LA,"Lafayette Parish, LA",185300,55.5
1050,22057,Lafourche Parish,LA,"Lafourche Parish, LA",158000,70.4
1051,22059,La Salle Parish,LA,"La Salle Parish, LA",93000,81.5
1052,22061,Lincoln Parish,LA,"Lincoln Parish, LA",154500,63.6
1053,22063,Livingston Parish,LA,"Livingston Parish, LA",167100,61.5
1054,22065,Madison Parish,LA,"Madison Parish, LA",78100,107.2
1055,22067,Morehouse Parish,LA,"Morehouse Parish, LA",91100,85.6
1056,22069,Natchitoches Parish,LA,"Natchitoches Parish, LA",137400,60.6
1057,22071,Orleans Parish,LA,"Orleans Parish, LA",231500,67.4
1058,22073,Ouachita Parish,LA,"Ouachita Parish, LA",146700,60.8
1059,22075,Plaquemines Parish,LA,"Plaquemines Parish, LA",190600,75.9
1060,22077,Pointe Coupee Parish,LA,"Pointe Coupee Parish, LA",142600,70.4
1061,22079,Rapides Parish,LA,"Rapides Parish, LA",143100,63.4
1062,22081,Red River Parish,LA,"Red River Parish, LA",78700,99.4
1063,22083,Richland Parish,LA,"Richland Parish, LA",91900,81.3
1064,22085,Sabine Parish,LA,"Sabine Parish, LA",94300,89.6
1065,22087,St. Bernard Parish,LA,"St. Bernard Parish, LA",151300,69.5
1066,22089,St. Charles Parish,LA,"St. Charles Parish, LA",201700,62.4
1067,22091,St. Helena Parish,LA,"St. Helena Parish, LA",100100,112.4
1068,22093,St. James Parish,LA,"St. James Parish, LA",158500,80.3
1069,22095,St. John the Baptist Parish,LA,"St. John the Baptist Parish, LA",153900,69.6
1070,22097,St. Landry Parish,LA,"St. Landry Parish, LA",108400,56.5
1071,22099,St. Martin Parish,LA,"St. Martin Parish, LA",124900,69.9
1072,22101,St. Mary Parish,LA,"St. Mary Parish, LA",106900,56.8
1073,22103,St. Tammany Parish,LA,"St. Tammany Parish, LA",218500,60.4
1074,22105,Tangipahoa Parish,LA,"Tangipahoa Parish, LA",162800,61.4
1075,22107,Tensas Parish,LA,"Tensas Parish, LA",66400,103.3
1076,22109,Terrebonne Parish,LA,"Terrebonne Parish, LA",152500,70.0
1077,22111,Union Parish,LA,"Union Parish, LA",89200,68.3
1078,22113,Vermilion Parish,LA,"Vermilion Parish, LA",122200,78.7
1079,22115,Vernon Parish,LA,"Vernon Parish, LA",119300,78.6
1080,22117,Washington Parish,LA,"Washington Parish, LA",101000,75.4
1081,22119,Webster Parish,LA,"Webster Parish, LA",81500,71.3
1082,22121,West Baton Rouge Parish,LA,"West Baton Rouge Parish, LA",200000,75.2
1083,22123,West Carroll Parish,LA,"West Carroll Parish, LA",90300,104.3
1084,22125,West Feliciana Parish,LA,"West Feliciana Parish, LA",229500,65.0
1085,22127,Winn Parish,LA,"Winn Parish, LA",77700,90.1
1086,23001,Androscoggin,ME,"Androscoggin County, ME",158200,58.3
1087,23003,Aroostook,ME,"Aroostook County, ME",99600,55.7
1088,23005,Cumberland,ME,"Cumberland County, ME",278100,55.0
1089,23007,Franklin,ME,"Franklin County, ME",139800,61.4
1090,23009,Hancock,ME,"Hancock County, ME",212700,70.0
1091,23011,Kennebec,ME,"Kennebec County, ME",159400,71.2
1092,23013,Knox,ME,"Knox County, ME",213400,74.8
1093,23015,Lincoln,ME,"Lincoln County, ME",215400,75.7
1094,23017,Oxford,ME,"Oxford County, ME",144100,71.7
1095,23019,Penobscot,ME,"Penobscot County, ME",144700,59.9
1096,23021,Piscataquis,ME,"Piscataquis County, ME",109500,66.0
1097,23023,Sagadahoc,ME,"Sagadahoc County, ME",213400,74.4
1098,23025,Somerset,ME,"Somerset County, ME",115700,74.5
1099,23027,Waldo,ME,"Waldo County, ME",163000,69.2
1100,23029,Washington,ME,"Washington County, ME",112400,77.7
1101,23031,York,ME,"York County, ME",252300,70.6
1102,24001,Allegany,MD,"Allegany County, MD",120700,48.4
1103,24003,Anne Arundel,MD,"Anne Arundel County, MD",361200,66.3
1104,24005,Baltimore,MD,"Baltimore County, MD",261500,70.0
1105,24009,Calvert,MD,"Calvert County, MD",358800,68.8
1106,24011,Caroline,MD,"Caroline County, MD",202500,76.3
1107,24013,Carroll,MD,"Carroll County, MD",339600,42.2
1108,24015,Cecil,MD,"Cecil County, MD",242700,64.5
1109,24017,Charles,MD,"Charles County, MD",313300,73.6
1110,24019,Dorchester,MD,"Dorchester County, MD",183300,92.1
1111,24021,Frederick,MD,"Frederick County, MD",331600,58.3
1112,24023,Garrett,MD,"Garrett County, MD",173900,64.3
1113,24025,Harford,MD,"Harford County, MD",293400,69.3
1114,24027,Howard,MD,"Howard County, MD",455700,71.2
1115,24029,Kent,MD,"Kent County, MD",249900,73.7
1116,24031,Montgomery,MD,"Montgomery County, MD",484900,57.9
1117,24033,Prince George's,MD,"Prince George's County, MD",302800,48.4
1118,24035,Queen Anne's,MD,"Queen Anne's County, MD",353100,78.9
1119,24037,St. Mary's,MD,"St. Mary's County, MD",301300,74.3
1120,24039,Somerset,MD,"Somerset County, MD",139100,79.7
1121,24041,Talbot,MD,"Talbot County, MD",336800,69.8
1122,24043,Washington,MD,"Washington County, MD",210300,79.2
1123,24045,Wicomico,MD,"Wicomico County, MD",175700,84.0
1124,24047,Worcester,MD,"Worcester County, MD",262200,60.7
1125,24510,Baltimore city,MD,"Baltimore city County, MD",160100,75.1
1126,25001,Barnstable,MA,"Barnstable County, MA",393500,61.0
1127,25003,Berkshire,MA,"Berkshire County, MA",216100,74.4
1128,25005,Bristol,MA,"Bristol County, MA",299800,60.3
1129,25007,Dukes,MA,"Dukes County, MA",699500,84.4
1130,25009,Essex,MA,"Essex County, MA",409900,60.3
1131,25011,Franklin,MA,"Franklin County, MA",232100,61.2
1132,25013,Hampden,MA,"Hampden County, MA",207800,70.4
1133,25015,Hampshire,MA,"Hampshire County, MA",283100,65.1
1134,25017,Middlesex,MA,"Middlesex County, MA",500700,53.3
1135,25019,Nantucket,MA,"Nantucket County, MA",1084700,87.1
1136,25021,Norfolk,MA,"Norfolk County, MA",470800,50.8
1137,25023,Plymouth,MA,"Plymouth County, MA",370300,61.1
1138,25025,Suffolk,MA,"Suffolk County, MA",496500,54.0
1139,25027,Worcester,MA,"Worcester County, MA",280600,55.9
1140,26001,Alcona,MI,"Alcona County, MI",112000,78.6
1141,26003,Alger,MI,"Alger County, MI",136200,84.5
1142,26005,Allegan,MI,"Allegan County, MI",165400,71.5
1143,26007,Alpena,MI,"Alpena County, MI",96500,99.4
1144,26009,Antrim,MI,"Antrim County, MI",160500,107.2
1145,26011,Arenac,MI,"Arenac County, MI",94400,91.4
1146,26013,Baraga,MI,"Baraga County, MI",102200,103.9
1147,26015,Barry,MI,"Barry County, MI",158400,40.9
1148,26017,Bay,MI,"Bay County, MI",102000,78.3
1149,26019,Benzie,MI,"Benzie County, MI",185500,105.7
1150,26021,Berrien,MI,"Berrien County, MI",150700,81.8
1151,26023,Branch,MI,"Branch County, MI",109800,78.6
1152,26025,Calhoun,MI,"Calhoun County, MI",110000,66.9
1153,26027,Cass,MI,"Cass County, MI",142800,96.5
1154,26029,Charlevoix,MI,"Charlevoix County, MI",166300,101.1
1155,26031,Cheboygan,MI,"Cheboygan County, MI",130900,91.6
1156,26033,Chippewa,MI,"Chippewa County, MI",119100,75.2
1157,26035,Clare,MI,"Clare County, MI",91100,55.7
1158,26037,Clinton,MI,"Clinton County, MI",172800,75.7
1159,26039,Crawford,MI,"Crawford County, MI",105000,72.2
1160,26041,Delta,MI,"Delta County, MI",114300,72.1
1161,26043,Dickinson,MI,"Dickinson County, MI",101800,52.3
1162,26045,Eaton,MI,"Eaton County, MI",155000,72.3
1163,26047,Emmet,MI,"Emmet County, MI",186900,86.3
1164,26049,Genesee,MI,"Genesee County, MI",111100,74.7
1165,26051,Gladwin,MI,"Gladwin County, MI",110000,56.0
1166,26053,Gogebic,MI,"Gogebic County, MI",67100,85.0
1167,26055,Grand Traverse,MI,"Grand Traverse County, MI",212500,88.5
1168,26057,Gratiot,MI,"Gratiot County, MI",95400,78.9
1169,26059,Hillsdale,MI,"Hillsdale County, MI",120100,45.1
1170,26061,Houghton,MI,"Houghton County, MI",108700,65.9
1171,26063,Huron,MI,"Huron County, MI",103900,84.6
1172,26065,Ingham,MI,"Ingham County, MI",135600,70.3
1173,26067,Ionia,MI,"Ionia County, MI",131800,56.1
1174,26069,Iosco,MI,"Iosco County, MI",92600,86.0
1175,26073,Isabella,MI,"Isabella County, MI",134900,76.2
1176,26075,Jackson,MI,"Jackson County, MI",131600,64.6
1177,26077,Kalamazoo,MI,"Kalamazoo County, MI",159300,49.1
1178,26079,Kalkaska,MI,"Kalkaska County, MI",115900,8.6
1179,26081,Kent,MI,"Kent County, MI",173700,64.8
1180,26085,Lake,MI,"Lake County, MI",88000,83.9
1181,26087,Lapeer,MI,"Lapeer County, MI",168800,103.0
1182,26089,Leelanau,MI,"Leelanau County, MI",268400,94.6
1183,26091,Lenawee,MI,"Lenawee County, MI",139400,68.0
1184,26093,Livingston,MI,"Livingston County, MI",247100,50.0
1185,26097,Mackinac,MI,"Mackinac County, MI",136600,55.7
1186,26099,Macomb,MI,"Macomb County, MI",166800,61.2
1187,26101,Manistee,MI,"Manistee County, MI",125400,95.0
1188,26103,Marquette,MI,"Marquette County, MI",153400,106.4
1189,26105,Mason,MI,"Mason County, MI",141400,97.7
1190,26107,Mecosta,MI,"Mecosta County, MI",121400,72.9
1191,26109,Menominee,MI,"Menominee County, MI",101600,89.1
1192,26111,Midland,MI,"Midland County, MI",141700,83.2
1193,26115,Monroe,MI,"Monroe County, MI",161700,60.0
1194,26117,Montcalm,MI,"Montcalm County, MI",113900,72.3
1195,26121,Muskegon,MI,"Muskegon County, MI",117900,66.2
1196,26123,Newaygo,MI,"Newaygo County, MI",121300,61.3
1197,26125,Oakland,MI,"Oakland County, MI",242700,53.9
1198,26127,Oceana,MI,"Oceana County, MI",118800,95.4
1199,26131,Ontonagon,MI,"Ontonagon County, MI",70000,122.6
1200,26133,Osceola,MI,"Osceola County, MI",98500,79.9
1201,26139,Ottawa,MI,"Ottawa County, MI",191800,52.7
1202,26143,Roscommon,MI,"Roscommon County, MI",108200,109.3
1203,26145,Saginaw,MI,"Saginaw County, MI",101300,72.1
1204,26147,St. Clair,MI,"St. Clair County, MI",154300,67.0
1205,26149,St. Joseph,MI,"St. Joseph County, MI",122300,74.7
1206,26151,Sanilac,MI,"Sanilac County, MI",111200,79.8
1207,26153,Schoolcraft,MI,"Schoolcraft County, MI",109900,122.3
1208,26155,Shiawassee,MI,"Shiawassee County, MI",122300,64.7
1209,26157,Tuscola,MI,"Tuscola County, MI",104000,40.7
1210,26159,Van Buren,MI,"Van Buren County, MI",139400,66.9
1211,26161,Washtenaw,MI,"Washtenaw County, MI",263600,57.4
1212,26163,Wayne,MI,"Wayne County, MI",113000,64.4
1213,26165,Wexford,MI,"Wexford County, MI",108300,91.1
1214,27001,Aitkin,MN,"Aitkin County, MN",183200,62.1
1215,27003,Anoka,MN,"Anoka County, MN",232400,61.3
1216,27005,Becker,MN,"Becker County, MN",198400,100.8
1217,27007,Beltrami,MN,"Beltrami County, MN",162600,54.4
1218,27009,Benton,MN,"Benton County, MN",174900,62.8
1219,27011,Big Stone,MN,"Big Stone County, MN",97900,61.3
1220,27013,Blue Earth,MN,"Blue Earth County, MN",184800,55.0
1221,27015,Brown,MN,"Brown County, MN",141900,80.4
1222,27017,Carlton,MN,"Carlton County, MN",171400,86.4
1223,27019,Carver,MN,"Carver County, MN",313200,36.4
1224,27021,Cass,MN,"Cass County, MN",194200,101.7
1225,27023,Chippewa,MN,"Chippewa County, MN",119700,74.7
1226,27025,Chisago,MN,"Chisago County, MN",231500,62.2
1227,27027,Clay,MN,"Clay County, MN",197100,84.6
1228,27029,Clearwater,MN,"Clearwater County, MN",137200,103.3
1229,27031,Cook,MN,"Cook County, MN",240100,78.9
1230,27033,Cottonwood,MN,"Cottonwood County, MN",94200,57.0
1231,27035,Crow Wing,MN,"Crow Wing County, MN",198300,58.1
1232,27037,Dakota,MN,"Dakota County, MN",266000,79.9
1233,27039,Dodge,MN,"Dodge County, MN",183900,48.5
1234,27041,Douglas,MN,"Douglas County, MN",214800,96.7
1235,27043,Faribault,MN,"Faribault County, MN",89500,41.5
1236,27045,Fillmore,MN,"Fillmore County, MN",153800,56.5
1237,27047,Freeborn,MN,"Freeborn County, MN",113800,45.8
1238,27049,Goodhue,MN,"Goodhue County, MN",204100,58.3
1239,27053,Hennepin,MN,"Hennepin County, MN",276900,70.3
1240,27055,Houston,MN,"Houston County, MN",173700,78.7
1241,27057,Hubbard,MN,"Hubbard County, MN",193600,58.2
1242,27059,Isanti,MN,"Isanti County, MN",196800,84.5
1243,27061,Itasca,MN,"Itasca County, MN",164100,83.1
1244,27063,Jackson,MN,"Jackson County, MN",124900,82.6
1245,27065,Kanabec,MN,"Kanabec County, MN",163900,63.5
1246,27067,Kandiyohi,MN,"Kandiyohi County, MN",168900,96.5
1247,27069,Kittson,MN,"Kittson County, MN",84200,86.9
1248,27071,Koochiching,MN,"Koochiching County, MN",108400,81.9
1249,27073,Lac qui Parle,MN,"Lac qui Parle County, MN",88600,120.6
1250,27075,Lake,MN,"Lake County, MN",174700,72.0
1251,27077,Lake of the Woods,MN,"Lake of the Woods County, MN",161900,51.9
1252,27079,Le Sueur,MN,"Le Sueur County, MN",207400,72.2
1253,27081,Lincoln,MN,"Lincoln County, MN",103100,129.2
1254,27083,Lyon,MN,"Lyon County, MN",148900,58.9
1255,27085,McLeod,MN,"McLeod County, MN",164700,57.6
1256,27087,Mahnomen,MN,"Mahnomen County, MN",104800,101.6
1257,27089,Marshall,MN,"Marshall County, MN",117000,78.0
1258,27091,Martin,MN,"Martin County, MN",118300,19.2
1259,27093,Meeker,MN,"Meeker County, MN",170200,122.5
1260,27095,Mille Lacs,MN,"Mille Lacs County, MN",163300,73.8
1261,27097,Morrison,MN,"Morrison County, MN",170100,69.7
1262,27099,Mower,MN,"Mower County, MN",123900,67.1
1263,27101,Murray,MN,"Murray County, MN",120100,71.0
1264,27103,Nicollet,MN,"Nicollet County, MN",191900,88.8
1265,27105,Nobles,MN,"Nobles County, MN",127100,39.9
1266,27107,Norman,MN,"Norman County, MN",100700,90.5
1267,27109,Olmsted,MN,"Olmsted County, MN",214600,56.4
1268,27111,Otter Tail,MN,"Otter Tail County, MN",189100,95.6
1269,27113,Pennington,MN,"Pennington County, MN",155100,64.4
1270,27115,Pine,MN,"Pine County, MN",164500,48.1
1271,27117,Pipestone,MN,"Pipestone County, MN",97500,31.9
1272,27119,Polk,MN,"Polk County, MN",165000,80.3
1273,27121,Pope,MN,"Pope County, MN",174300,82.0
1274,27123,Ramsey,MN,"Ramsey County, MN",229600,67.3
1275,27127,Redwood,MN,"Redwood County, MN",106300,111.5
1276,27129,Renville,MN,"Renville County, MN",106300,104.2
1277,27131,Rice,MN,"Rice County, MN",208600,73.7
1278,27133,Rock,MN,"Rock County, MN",153000,47.1
1279,27135,Roseau,MN,"Roseau County, MN",132800,59.4
1280,27137,St. Louis,MN,"St. Louis County, MN",157900,71.9
1281,27139,Scott,MN,"Scott County, MN",299700,74.0
1282,27141,Sherburne,MN,"Sherburne County, MN",230500,49.8
1283,27143,Sibley,MN,"Sibley County, MN",159200,112.5
1284,27145,Stearns,MN,"Stearns County, MN",184900,73.9
1285,27147,Steele,MN,"Steele County, MN",169300,67.3
1286,27149,Stevens,MN,"Stevens County, MN",160100,42.1
1287,27151,Swift,MN,"Swift County, MN",104100,57.7
1288,27153,Todd,MN,"Todd County, MN",153400,39.3
1289,27155,Traverse,MN,"Traverse County, MN",81400,87.5
1290,27157,Wabasha,MN,"Wabasha County, MN",183900,85.9
1291,27159,Wadena,MN,"Wadena County, MN",132000,71.2
1292,27161,Waseca,MN,"Waseca County, MN",158900,100.3
1293,27163,Washington,MN,"Washington County, MN",289400,62.6
1294,27165,Watonwan,MN,"Watonwan County, MN",96900,136.3
1295,27167,Wilkin,MN,"Wilkin County, MN",140000,60.1
1296,27169,Winona,MN,"Winona County, MN",167300,67.3
1297,27171,Wright,MN,"Wright County, MN",238500,60.4
1298,27173,Yellow Medicine,MN,"Yellow Medicine County, MN",110000,77.7
1299,28001,Adams,MS,"Adams County, MS",92100,115.3
1300,28003,Alcorn,MS,"Alcorn County, MS",102700,100.2
1301,28005,Amite,MS,"Amite County, MS",83600,77.8
1302,28007,Attala,MS,"Attala County, MS",80700,72.4
1303,28009,Benton,MS,"Benton County, MS",78000,93.7
1304,28011,Bolivar,MS,"Bolivar County, MS",96100,79.3
1305,28013,Calhoun,MS,"Calhoun County, MS",70500,40.3
1306,28015,Carroll,MS,"Carroll County, MS",99000,53.5
1307,28017,Chickasaw,MS,"Chickasaw County, MS",66500,125.0
1308,28019,Choctaw,MS,"Choctaw County, MS",81400,77.1
1309,28021,Claiborne,MS,"Claiborne County, MS",67500,70.0
1310,28023,Clarke,MS,"Clarke County, MS",84900,66.0
1311,28025,Clay,MS,"Clay County, MS",89900,46.6
1312,28027,Coahoma,MS,"Coahoma County, MS",68300,91.8
1313,28029,Copiah,MS,"Copiah County, MS",95200,80.3
1314,28031,Covington,MS,"Covington County, MS",77100,83.2
1315,28033,DeSoto,MS,"DeSoto County, MS",168500,85.1
1316,28035,Forrest,MS,"Forrest County, MS",122700,52.2
1317,28037,Franklin,MS,"Franklin County, MS",76600,83.7
1318,28039,George,MS,"George County, MS",110800,69.9
1319,28041,Greene,MS,"Greene County, MS",77700,83.1
1320,28043,Grenada,MS,"Grenada County, MS",105000,61.3
1321,28045,Hancock,MS,"Hancock County, MS",147500,70.0
1322,28047,Harrison,MS,"Harrison County, MS",150500,72.9
1323,28049,Hinds,MS,"Hinds County, MS",118600,61.8
1324,28051,Holmes,MS,"Holmes County, MS",60400,67.9
1325,28053,Humphreys,MS,"Humphreys County, MS",69100,96.0
1326,28055,Issaquena,MS,"Issaquena County, MS",79200,81.3
1327,28057,Itawamba,MS,"Itawamba County, MS",87600,145.9
1328,28059,Jackson,MS,"Jackson County, MS",135900,61.2
1329,28061,Jasper,MS,"Jasper County, MS",79000,73.9
1330,28063,Jefferson,MS,"Jefferson County, MS",63400,150.0
1331,28065,Jefferson Davis,MS,"Jefferson Davis County, MS",94600,179.9
1332,28067,Jones,MS,"Jones County, MS",98600,56.0
1333,28069,Kemper,MS,"Kemper County, MS",73600,24.9
1334,28071,Lafayette,MS,"Lafayette County, MS",199700,75.6
1335,28073,Lamar,MS,"Lamar County, MS",177700,64.6
1336,28075,Lauderdale,MS,"Lauderdale County, MS",96300,66.2
1337,28077,Lawrence,MS,"Lawrence County, MS",94800,52.1
1338,28079,Leake,MS,"Leake County, MS",83300,40.4
1339,28081,Lee,MS,"Lee County, MS",133700,59.8
1340,28083,Leflore,MS,"Leflore County, MS",81200,70.7
1341,28085,Lincoln,MS,"Lincoln County, MS",99500,90.6
1342,28087,Lowndes,MS,"Lowndes County, MS",134200,75.6
1343,28089,Madison,MS,"Madison County, MS",219700,55.8
1344,28091,Marion,MS,"Marion County, MS",89000,80.8
1345,28093,Marshall,MS,"Marshall County, MS",107900,94.2
1346,28095,Monroe,MS,"Monroe County, MS",91700,66.3
1347,28097,Montgomery,MS,"Montgomery County, MS",84800,90.0
1348,28099,Neshoba,MS,"Neshoba County, MS",83000,109.2
1349,28101,Newton,MS,"Newton County, MS",85600,63.7
1350,28103,Noxubee,MS,"Noxubee County, MS",59700,95.4
1351,28105,Oktibbeha,MS,"Oktibbeha County, MS",162900,67.1
1352,28107,Panola,MS,"Panola County, MS",83300,83.9
